246,226,94,114
246,228,94,114
246,226,94,114
248,230,94,114
250,232,94,114
252,232,94,114
254,234,94,114
254,236,94,114
254,234,94,114
254,236,94,114
254,234,94,114
256,236,94,114
260,234,94,114
262,234,94,114
260,234,94,114
264,232,94,114
268,230,94,114
272,230,94,114
272,230,94,114
272,226,94,114
272,226,94,114
278,222,94,114
284,222,94,114
280,222,94,114
274,216,94,114
274,206,94,114
274,206,94,114
280,200,94,114
294,192,94,114
310,190,94,114
322,194,94,114
322,198,94,114
322,200,94,114
314,202,94,114
302,208,94,114
284,210,94,114
266,210,94,114
260,204,94,114
262,202,94,114
272,198,94,114
290,194,94,114
310,194,94,114
330,196,94,114
338,202,94,114
340,204,94,114
332,214,94,114
308,226,94,114
278,232,94,114
252,222,94,114
244,210,94,114
242,208,94,114
256,198,94,114
278,192,94,114
296,190,94,114
320,196,94,114
328,200,94,114
330,202,94,114
314,210,94,114
294,212,94,114
280,204,94,114
278,196,94,114
290,192,94,114
292,190,94,114
314,194,94,114
328,200,94,114
334,200,94,114
318,202,94,114
286,204,94,114
282,202,94,114
250,198,94,114
224,188,94,114
222,176,94,114
238,162,94,114
258,154,94,114
262,154,94,114
274,162,94,114
290,180,94,114
292,204,94,114
284,226,94,114
272,232,94,114
270,230,94,114
264,218,94,114
264,200,94,114
268,190,94,114
280,200,94,114
284,222,94,114
284,224,94,114
274,250,94,114
262,264,94,114
248,250,94,114
242,220,94,114
250,178,94,114
252,174,94,114
264,158,94,114
284,172,94,114
300,200,94,114
294,240,94,114
274,264,94,114
272,266,94,114
250,268,94,114
230,246,94,114
228,212,94,114
240,192,94,114
264,206,94,114
268,210,94,114
292,236,94,114
302,264,94,114
290,282,94,114
264,282,94,114
242,260,94,114
236,256,94,114
240,226,94,114
264,214,94,114
296,222,94,114
326,236,94,114
342,244,94,114
346,246,94,114
340,252,94,114
314,252,94,114
274,250,94,114
236,242,94,114
196,232,94,114
190,230,94,114
174,222,94,114
188,210,94,114
226,190,94,114
254,178,94,114
288,164,94,114
296,162,94,114
304,156,94,114
294,150,94,114
274,148,94,114
258,144,94,114
258,142,94,114
258,142,94,114
274,150,94,114
308,166,94,114
334,180,94,114
344,184,94,114
334,184,94,114
330,184,94,114
294,182,94,114
244,178,94,114
200,166,94,114
178,164,94,114
190,170,94,114
192,172,94,114
232,178,94,114
274,192,94,114
312,196,94,114
338,194,94,114
332,194,94,114
332,194,94,114
308,188,94,114
272,170,94,114
238,148,94,114
234,128,94,114
248,124,94,114
252,122,94,114
266,144,94,114
282,176,94,114
292,204,94,114
280,230,94,114
260,236,94,114
258,236,94,114
240,226,94,114
234,204,94,114
248,176,94,114
268,168,94,114
284,182,94,114
288,184,94,114
296,208,94,114
294,250,94,114
286,282,94,114
286,292,94,114
286,276,94,114
286,274,94,114
290,236,94,114
300,180,94,114
300,142,94,114
296,132,94,114
286,164,94,114
284,166,94,114
288,234,94,114
302,294,94,114
310,324,94,114
318,310,94,114
322,266,94,114
320,260,94,114
318,208,94,114
308,164,94,114
304,152,94,114
298,190,94,114
300,254,94,114
300,258,94,114
316,296,94,114
320,306,94,114
314,284,94,114
314,240,94,114
314,194,94,114
312,186,94,114
308,170,94,114
302,182,94,114
298,226,94,114
296,278,94,114
294,304,94,114
292,304,94,114
286,304,94,114
288,288,94,114
284,268,94,114
280,254,94,114
280,252,94,114
280,250,94,114
266,262,94,114
242,278,94,114
220,292,94,114
204,302,94,114
202,306,94,114
200,306,94,114
220,300,94,114
248,292,94,114
276,288,94,114
308,282,94,114
326,280,94,114
328,278,94,114
324,276,94,114
304,266,94,114
272,256,94,114
236,244,94,114
208,240,94,114
204,240,94,114
194,234,94,114
200,230,94,114
228,224,94,114
266,214,94,114
308,208,94,114
316,206,94,114
340,204,94,114
354,200,94,114
348,198,94,114
324,196,94,114
290,190,94,114
282,192,94,114
248,180,94,114
232,164,94,114
242,148,94,114
270,148,94,114
300,156,94,114
306,156,94,114
328,160,94,114
336,160,94,114
316,158,94,114
284,154,94,114
256,146,94,114
250,146,94,114
236,142,94,114
246,152,94,114
280,166,94,114
310,186,94,114
330,198,94,114
334,200,94,114
340,208,94,114
328,216,94,114
302,230,94,114
274,240,94,114
256,232,94,114
252,232,94,114
252,212,94,114
272,194,94,114
308,196,94,114
338,206,94,114
364,214,94,114
370,216,94,114
366,212,94,114
332,202,94,114
290,188,94,114
260,170,94,114
252,156,94,114
248,152,94,114
268,146,94,114
292,158,94,114
318,178,94,114
340,192,94,114
344,202,94,114
344,204,94,114
320,202,94,114
280,194,94,114
236,176,94,114
194,156,94,114
170,146,94,114
162,146,94,114
164,140,94,114
186,132,94,114
216,138,94,114
250,160,94,114
284,186,94,114
292,190,94,114
310,220,94,114
320,242,94,114
304,262,94,114
268,272,94,114
232,266,94,114
224,266,94,114
202,246,94,114
202,214,94,114
226,186,94,114
252,182,94,114
278,204,94,114
282,206,94,114
298,228,94,114
302,248,94,114
290,256,94,114
262,250,94,114
232,222,94,114
224,216,94,114
224,178,94,114
238,146,94,114
266,150,94,114
298,182,94,114
324,216,94,114
330,218,94,114
336,240,94,114
322,248,94,114
278,244,94,114
228,224,94,114
200,200,94,114
192,196,94,114
198,172,94,114
224,150,94,114
260,152,94,114
290,164,94,114
310,180,94,114
314,182,94,114
312,194,94,114
304,206,94,114
288,206,94,114
252,188,94,114
234,166,94,114
226,162,94,114
238,154,94,114
280,154,94,114
324,168,94,114
354,184,94,114
358,188,94,114
360,188,94,114
346,182,94,114
320,176,94,114
280,162,94,114
236,154,94,114
222,154,94,114
216,154,94,114
220,154,94,114
242,156,94,114
278,164,94,114
322,172,94,114
364,176,94,114
372,178,94,114
386,184,94,114
380,182,94,114
368,178,94,114
330,164,94,114
274,146,94,114
262,148,94,114
214,134,94,114
168,132,94,114
146,136,94,114
148,144,94,114
154,152,94,114
156,152,94,114
196,152,94,114
252,156,94,114
308,166,94,114
348,178,94,114
370,186,94,114
372,186,94,114
368,186,94,114
350,182,94,114
336,174,94,114
304,158,94,114
284,148,94,114
280,146,94,114
284,150,94,114
280,162,94,114
310,174,94,114
340,186,94,114
364,194,94,114
368,196,94,114
372,202,94,114
364,218,94,114
352,240,94,114
344,260,94,114
334,264,94,114
330,264,94,114
324,242,94,114
324,212,94,114
318,172,94,114
320,134,94,114
316,122,94,114
316,122,94,114
310,116,94,114
304,150,94,114
298,208,94,114
302,246,94,114
304,268,94,114
304,270,94,114
302,264,94,114
304,252,94,114
312,204,94,114
320,160,94,114
316,142,94,114
314,142,94,114
304,152,94,114
296,164,94,114
